item,itemLabel,itemDescription,sitelinks
http://www.wikidata.org/entity/Q17410665,Alo Liliweri,,1
http://www.wikidata.org/entity/Q17411247,Godfried  Fransiscus Sancho,aktor Indonesia,1
http://www.wikidata.org/entity/Q25463164,Robert Soter Marut,Indonesian politician (born 1959 in Manggarai),1
http://www.wikidata.org/entity/Q25463697,Larissa Kentring,Indonesian actress,1
http://www.wikidata.org/entity/Q25464205,Rassy Fay M. Bait,,1
http://www.wikidata.org/entity/Q26844627,Sandra Nelson,Australian politician,1
http://www.wikidata.org/entity/Q31173881,Joseph Robert Giri,,1
http://www.wikidata.org/entity/Q31174006,William T da Costa,,1
http://www.wikidata.org/entity/Q49248215,Rudolf Alberth Rodja,,1
http://www.wikidata.org/entity/Q56398784,Esthon Foenay,,1
http://www.wikidata.org/entity/Q56411773,Adi Manu,Indonesian artist,1
http://www.wikidata.org/entity/Q61118674,Embu Agapitus,,1
http://www.wikidata.org/entity/Q61118772,Marselinus Y. W. Petu,8th Regent of Ende,1
http://www.wikidata.org/entity/Q61118775,Djafar H. Achmad,,1
http://www.wikidata.org/entity/Q61118810,Achmad Mochdar,,1
http://www.wikidata.org/entity/Q61118965,Vincentius Bata da Costa,,1
http://www.wikidata.org/entity/Q64657734,David Hutuely,Dutch dancer,1
http://www.wikidata.org/entity/Q96989096,Sulaeman L. Hamzah,Indonesian politician,1
http://www.wikidata.org/entity/Q106748256,Jacob Bensbach,Resident of the Dutch East Indies,1
http://www.wikidata.org/entity/Q2269901,Senatria Agus Setia Putra,badminton player,1
http://www.wikidata.org/entity/Q12472803,Atty Suharti Tochija,Wali Kota Cimahi ke-2,1
http://www.wikidata.org/entity/Q12495935,M Erwin Syafitri,,1
http://www.wikidata.org/entity/Q12497003,Margie Segers,,1
http://www.wikidata.org/entity/Q12508607,Rida Farida,Indonesian singer,1
http://www.wikidata.org/entity/Q16171520,Budi Hartono Untung,,1
http://www.wikidata.org/entity/Q17410378,Ria Angelina,Indonesian singer,1
http://www.wikidata.org/entity/Q17410826,Nadila,aktris asal Indonesia,1
http://www.wikidata.org/entity/Q17411631,Sena A. Utoyo,Indonesian actor (1953-1998),1
http://www.wikidata.org/entity/Q17411669,Pandu Wibowo,,1
http://www.wikidata.org/entity/Q18421351,Harry Moekti,Indonesian singer (1957-2018),1
http://www.wikidata.org/entity/Q19731669,Rudy Sufahriadi,tokoh kepolisian Indonesia,1
http://www.wikidata.org/entity/Q24285817,P.G.O Noordraven,,1
http://www.wikidata.org/entity/Q25466735,Hendy Antariksa,,1
http://www.wikidata.org/entity/Q25467677,Icuk Nugroho,,1
http://www.wikidata.org/entity/Q25468361,Ida Bagus Purwalaksana,,1
http://www.wikidata.org/entity/Q25469883,Indan Gilang Buldansyah,,1
http://www.wikidata.org/entity/Q25470195,Mintoro Yulianto,,1
http://www.wikidata.org/entity/Q25470671,A. Joko Takarianto,,1
http://www.wikidata.org/entity/Q28723838,Yayat Sudrajat,perwira tinggi TNI AD,1
http://www.wikidata.org/entity/Q31174085,Ian Fuady,,1
http://www.wikidata.org/entity/Q31174944,Ana Supriatna,,1
http://www.wikidata.org/entity/Q49253930,Teuku Beny Firmansyah,,1
http://www.wikidata.org/entity/Q56400091,Erwin Djatniko,,1
http://www.wikidata.org/entity/Q65209590,Bakrie Soeraatmadja,,1
http://www.wikidata.org/entity/Q65364643,Bep Stenger,1922-,1
http://www.wikidata.org/entity/Q65945033,Riko Anggara,,1
http://www.wikidata.org/entity/Q85909189,Rudy Laban,pianis Indonesia,1
http://www.wikidata.org/entity/Q85988889,Ari Dono Sukmanto,,1
http://www.wikidata.org/entity/Q85993402,Pahala Mansury,,1
http://www.wikidata.org/entity/Q88388657,Hermine Rudolphine Marie Scheffer,Dutch actress,1
http://www.wikidata.org/entity/Q94636964,Ana Riana,pemeran perempuan Indonesia,1
http://www.wikidata.org/entity/Q96278718,Kartika Cassandra,penyanyi perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q97190120,Evvy Kartini,fisikawan wanita dari indonesia,1
http://www.wikidata.org/entity/Q97194574,Jamalulael,,1
http://www.wikidata.org/entity/Q97200161,Abun Sungkar,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q97207750,Bambang Chandra Bayu,aktor Indonesia,1
http://www.wikidata.org/entity/Q97207827,Billiand Wekan,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q97215025,Agus Sasmita,,1
http://www.wikidata.org/entity/Q97455336,Bang Sapri,komedian Indonesia,1
http://www.wikidata.org/entity/Q105987847,Hans Robert von Seydlitz Kurzbach,Military officer,1
http://www.wikidata.org/entity/Q105988378,Ary Gustaaf Leonardus Ligtermoet,Military officer,1
http://www.wikidata.org/entity/Q106515547,Dirk Boudewijn Willem van Ardenne,Military officer,1
http://www.wikidata.org/entity/Q108150966,Alfred de Booy,Royal Dutch Navy officer,1
http://www.wikidata.org/entity/Q108459556,Josephus Maria Georgius Schaafsma,Military officer,1
http://www.wikidata.org/entity/Q108906868,Yudha Febrian,Indonesian footballer,1
http://www.wikidata.org/entity/Q109296067,Rangga Widiansyah,Indonesian footballer,1
http://www.wikidata.org/entity/Q109388753,Hanna Kirana,pemeran perempuan Indonesia,1
http://www.wikidata.org/entity/Q109438707,Qorygore,youtuber dan rapper indonesia,1
http://www.wikidata.org/entity/Q109671360,Herman Johan Rijnders,Recipient of the Honorary Medal for Charitable Assistance,1
http://www.wikidata.org/entity/Q109711516,Frans de Jong,"Knight of the Military Order of William, 4th class",1
http://www.wikidata.org/entity/Q109713597,Petrus Johannes Damen,Recipient of the Honorary Medal for Charitable Assistance,1
http://www.wikidata.org/entity/Q110739571,Reva Octaviani,Indonesian footballer,1
http://www.wikidata.org/entity/Q110999823,Mario Jardel,Indonesian footballer,1
http://www.wikidata.org/entity/Q114050947,Rachel Allessya Rose,badminton player,1
http://www.wikidata.org/entity/Q25470340,Ari Irham,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q25470359,Budi Purnama,,1
http://www.wikidata.org/entity/Q25470636,Christ Ian Dwiryanto,,1
http://www.wikidata.org/entity/Q25470796,Bambang Kurniawan,,1
http://www.wikidata.org/entity/Q25470839,Andrea Miranda,Indonesian singer,1
http://www.wikidata.org/entity/Q25471317,Sulaiman,,1
http://www.wikidata.org/entity/Q25471346,Andi Gunawan,,1
http://www.wikidata.org/entity/Q26236884,Kamaludin,Indonesian comedian,1
http://www.wikidata.org/entity/Q27098511,Andre Marteen,badminton player,1
http://www.wikidata.org/entity/Q28723796,Rahmat Budiyanto,,1
http://www.wikidata.org/entity/Q28723848,Gianluigi Christoikov,pelawak tunggal,1
http://www.wikidata.org/entity/Q28724132,Yudi Bustami,,1
http://www.wikidata.org/entity/Q28724137,Mawar AFI,,1
http://www.wikidata.org/entity/Q28724167,Arief Suherman,,1
http://www.wikidata.org/entity/Q28724374,Lilik AS Sumaryo,,1
http://www.wikidata.org/entity/Q28724459,Bugiakso,,1
http://www.wikidata.org/entity/Q28724468,Kahpi Suriadiredja,,1
http://www.wikidata.org/entity/Q31172909,Ahmad Saefudin,,1
http://www.wikidata.org/entity/Q31173541,Isa Subagja,politikus,1
http://www.wikidata.org/entity/Q31173644,Ignatius Tryandono,,1
http://www.wikidata.org/entity/Q31173756,Naufal Ghani,,1
http://www.wikidata.org/entity/Q31173872,Glenn Sugita,Direktur,1
http://www.wikidata.org/entity/Q31173876,Deden Juhara,,1
http://www.wikidata.org/entity/Q31173887,Bagus Suryadi Tayo,,1
http://www.wikidata.org/entity/Q31173920,Asep Kadarohman,,1
http://www.wikidata.org/entity/Q31174313,Herrie Setyawan,association football player,1
http://www.wikidata.org/entity/Q31174990,Mohamad Hasan,,1
http://www.wikidata.org/entity/Q31204180,Amy Qanita,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q47455278,Sasongko Widjanarko,Indonesian actor,1
http://www.wikidata.org/entity/Q47455296,Silva Salsabila,Indonesian actor,1
http://www.wikidata.org/entity/Q47455329,Gusti Rayhan,Indonesian actor,1
http://www.wikidata.org/entity/Q47455332,Mega Carefansa,Indonesian actor,1
http://www.wikidata.org/entity/Q47455397,Devin Putra,Indonesian actor,1
http://www.wikidata.org/entity/Q47455398,Naufal Azhar,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q47455399,Marsha Risdasari,aktris Indonesia,1
http://www.wikidata.org/entity/Q47494629,Loek Huisman,Dutch stage actor,1
http://www.wikidata.org/entity/Q48644100,Suharso Suhandinata,"businessperson, badminton executive and administrator",1
http://www.wikidata.org/entity/Q49250341,Fitri Melinda,penyanyi asal Indonesia,1
http://www.wikidata.org/entity/Q49251193,Ari Aryanto,,1
http://www.wikidata.org/entity/Q49251700,Didi Sunardi,Pelawak,1
http://www.wikidata.org/entity/Q49251791,Hendry Wardaya S,,1
http://www.wikidata.org/entity/Q49252028,Lydia Freyani Hawadi,psikolog dan guru besar asal Indonesia,1
http://www.wikidata.org/entity/Q49252191,Irma Hardisurya,,1
http://www.wikidata.org/entity/Q49252263,Selly Andriany Gantina,Indonesian politician,1
http://www.wikidata.org/entity/Q49252431,Pidi Baiq,Indonesian film director,1
http://www.wikidata.org/entity/Q49253242,Soman Lubis,,1
http://www.wikidata.org/entity/Q49253376,Yuriska Patricia,,1
http://www.wikidata.org/entity/Q49253741,Aam Amilia,,1
http://www.wikidata.org/entity/Q49253786,Rosyid E. Abby,,1
http://www.wikidata.org/entity/Q49255734,Kisenda Wiranata,,1
http://www.wikidata.org/entity/Q52669581,Nia Kurniasi Ardikoesoema,,1
http://www.wikidata.org/entity/Q55823742,Cees Struyker Boudier,,1
http://www.wikidata.org/entity/Q56036404,Rudi Cormane,Dutch dermatologist,1
http://www.wikidata.org/entity/Q56159177,Marishka Soekarna,seniman asal Indonesia,1
http://www.wikidata.org/entity/Q56391418,Nurhasan Zaidi,Indonesian politician,1
http://www.wikidata.org/entity/Q56393634,Ifan Firdaus Hasan,pelawak tunggal,1
http://www.wikidata.org/entity/Q12523635,Vani Lauw,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q12524308,Wawan Juniarso,Indonesian musician,1
http://www.wikidata.org/entity/Q12525350,Yunita David,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q14917393,Murry,"Indonesian musician, drummer (1949-2014)",1
http://www.wikidata.org/entity/Q15272197,Liliana Tanaja Tanoesoedibjo,pebisnis dan sosialita Indonesia,1
http://www.wikidata.org/entity/Q15436477,Willem Karel Mertens,dokter,1
http://www.wikidata.org/entity/Q16069259,George Lodewijk Ruseler,Dutch resistance fighter,1
http://www.wikidata.org/entity/Q16122414,Marty Rhone,"Australian singer-songwriter, actor, talent manager",1
http://www.wikidata.org/entity/Q16163871,Aga Sampoerna,,1
http://www.wikidata.org/entity/Q16171929,Cak Kandar,Indonesian painter,1
http://www.wikidata.org/entity/Q16172287,Chandra Yusuf Ahmad,Indonesian association football player,1
http://www.wikidata.org/entity/Q16175004,Djoko Pramono,,1
http://www.wikidata.org/entity/Q16175117,Doel Arnowo,Pahlawan Revolusi Kemerdekaan,1
http://www.wikidata.org/entity/Q16175234,Drajad Wibowo,politisi Indonesia,1
http://www.wikidata.org/entity/Q16176412,Eva Julianti,pembawa acara berita Indonesia,1
http://www.wikidata.org/entity/Q16179958,Hari Bowo,,1
http://www.wikidata.org/entity/Q16182920,Ina Ammania,politisi Indonesia,1
http://www.wikidata.org/entity/Q16182937,Indah Kurnia,politisi Indonesia,1
http://www.wikidata.org/entity/Q16183446,Iravati M. Sudiarso,Indonesian Senior Pianist and Pedagogue,1
http://www.wikidata.org/entity/Q16184022,Iswandi Dai,Indonesian association football player,1
http://www.wikidata.org/entity/Q16184402,Jayamedho,,1
http://www.wikidata.org/entity/Q16187852,Kiswodarmawan,,1
http://www.wikidata.org/entity/Q16188188,Hadi Leo,Indonesian actor,1
http://www.wikidata.org/entity/Q16188303,Log Zhelebour,,1
http://www.wikidata.org/entity/Q16188348,Lucy Kurniasari,politisi Indonesia,1
http://www.wikidata.org/entity/Q16548525,Wironegoro,suami dari Gusti Kanjeng Ratu Mangkubumi,1
http://www.wikidata.org/entity/Q16854288,Dominic Brian,Indonesian world record holder,1
http://www.wikidata.org/entity/Q17410395,Muhamad Arifin,,1
http://www.wikidata.org/entity/Q17410414,Djamal Aziz,Indonesian politician,1
http://www.wikidata.org/entity/Q17410579,Didit Herdiawan,,1
http://www.wikidata.org/entity/Q17410680,Ciccio Manassero,Indonesian singer,1
http://www.wikidata.org/entity/Q17410716,Venna Melinda,"aktris, model dan pemenang kontes kecantikan Puteri Indonesia 1994",1
http://www.wikidata.org/entity/Q17410719,Memed Sosiawan,politikus,1
http://www.wikidata.org/entity/Q17410732,Mirza Adityaswara,Ekonom Indonesia,1
http://www.wikidata.org/entity/Q17410739,Mochamad Jurianto,,1
http://www.wikidata.org/entity/Q17410856,Nico Afinta,,1
http://www.wikidata.org/entity/Q17410858,Nilam Sari,Pengusaha Indonesia,1
http://www.wikidata.org/entity/Q17410917,Perry Pattiselanno,,1
http://www.wikidata.org/entity/Q17410981,Untung Suharsono Radjab,,1
http://www.wikidata.org/entity/Q17411057,Rindhoko Dahono Wingit,politisi Indonesia,1
http://www.wikidata.org/entity/Q17411340,Natly,pemeran perempuan asal indonesia,1
http://www.wikidata.org/entity/Q17411349,Sholeh Soe'aidy,politisi Indonesia,1
http://www.wikidata.org/entity/Q17411356,Sigit Sosiantomo,politisi Indonesia,1
http://www.wikidata.org/entity/Q17411388,Sutan Remy Sjahdeini,,1
http://www.wikidata.org/entity/Q17411420,Sisca Soewitomo,jurutama masak Indonesia,1
http://www.wikidata.org/entity/Q17411588,Felicia Tjandra,perenang asal Indonesia,1
http://www.wikidata.org/entity/Q17411607,Tri Maryanto,,1
http://www.wikidata.org/entity/Q17411613,Ramon Y. Tungka,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q17411689,Wisnu Sakti Buana,politikus,1
http://www.wikidata.org/entity/Q18245091,Sonja Berg Pleijel,,1
http://www.wikidata.org/entity/Q18421389,Dossy Iskandar,Indonesian politician,1
http://www.wikidata.org/entity/Q19724022,Niniek Arum,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q19725714,Firman Dwi Cahyono,perwira TNI,1
http://www.wikidata.org/entity/Q19726227,Hans Christian Hosman,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q19726435,I Dewa Gede Nalendra DI,,1
http://www.wikidata.org/entity/Q19726969,Johan Untung,Indonesian singer,1
http://www.wikidata.org/entity/Q19729287,Miranty Dewi,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q19730063,Otig Pakis,aktor Indonesia,1
http://www.wikidata.org/entity/Q19731473,Ivan Ray,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q2744971,Wim Wolbers,Dutch football player (1941-1998),1
http://www.wikidata.org/entity/Q3414969,R. M. Soedarsono,Indonesian dancer,1
http://www.wikidata.org/entity/Q12470952,Ahmad Azhar Basyir,,1
http://www.wikidata.org/entity/Q12473887,Bambang Gentolet,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q12479391,Clara Sumarwati,pendaki everest wanita pertama di indonesia,1
http://www.wikidata.org/entity/Q12482270,Eddy Gombloh,actor,1
http://www.wikidata.org/entity/Q12482607,Estelle Linden,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q12483574,Gatot Suherman,Gubernur Nusa Tenggara Barat,1
http://www.wikidata.org/entity/Q12485611,Herry Zudianto,,1
http://www.wikidata.org/entity/Q12485614,Heru Kesawa Murti,actor (1957-2011),1
http://www.wikidata.org/entity/Q12485911,Hudson Prananjaya,Indonesian singer,1
http://www.wikidata.org/entity/Q12487264,Jan Mintaraga,,1
http://www.wikidata.org/entity/Q12492970,Kuntz Agus,sutradara Indonesia,1
http://www.wikidata.org/entity/Q12493242,Kyai Haji Hisyam,,1
http://www.wikidata.org/entity/Q12493243,Kyai Haji Ibrahim,,1
http://www.wikidata.org/entity/Q12493244,Kyai Haji Muhammad Yunus Anis,,1
http://www.wikidata.org/entity/Q12503798,Patub,Indonesian musician,1
http://www.wikidata.org/entity/Q12525047,Yati Pesek,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q12702206,S. Sudarmaji,actor,1
http://www.wikidata.org/entity/Q12494530,Leo Wattimena,Indonesian diplomat (1927-1976),1
http://www.wikidata.org/entity/Q16178867,Gumilar Rusliwa Somantri,"pegawai di Universitas Indonesia (Pusat Administrasi, Sosiologi)",1
http://www.wikidata.org/entity/Q16180524,Helmi Budiman,Indonesian politician,1
http://www.wikidata.org/entity/Q16180942,Herman Ngantuk,Indonesian actor (1951-2013),1
http://www.wikidata.org/entity/Q16181578,Daday Hudaya,politisi Indonesia,1
http://www.wikidata.org/entity/Q17410482,Cinta Dewi,Indonesian actress,1
http://www.wikidata.org/entity/Q17410554,Tatang Farhanul Hakim,Indonesian politician,1
http://www.wikidata.org/entity/Q17410752,Mohammad Armin Ali Anyang,Indonesian military personnel,1
http://www.wikidata.org/entity/Q17410882,Sita Nursanti,Indonesian actress,1
http://www.wikidata.org/entity/Q19723955,Anton Charliyan,Indonesian politician,1
http://www.wikidata.org/entity/Q19725263,Dedy Permadi,,1
http://www.wikidata.org/entity/Q19727768,Selvi Kitty,Indonesian actress,1
http://www.wikidata.org/entity/Q19745304,Yadi I. Sutanandika,,1
http://www.wikidata.org/entity/Q19745766,Deddy Irama,Indonesian singer,1
http://www.wikidata.org/entity/Q19745781,Dindin Saprudin,,1
http://www.wikidata.org/entity/Q19943895,Nandang Jumantara,,1
http://www.wikidata.org/entity/Q20278468,Muhammad Nu'man Somantri,Indonesian educator,1
http://www.wikidata.org/entity/Q23807271,Ryan Deye,actor,1
http://www.wikidata.org/entity/Q24284620,Aria Sunarya,Bupati Ciamis (1926-1944),1
http://www.wikidata.org/entity/Q25457952,Valina Singka Subekti,guru besar dan akademisi asal Indonesia,1
http://www.wikidata.org/entity/Q25463680,Iing Syam Arifin,,1
http://www.wikidata.org/entity/Q25467729,Dede R. Martin,,1
http://www.wikidata.org/entity/Q25467906,Andreas Chang,,1
http://www.wikidata.org/entity/Q25468581,Mubarok,,1
http://www.wikidata.org/entity/Q25468620,Bahrul Hayat,,1
http://www.wikidata.org/entity/Q25470838,Ade Rony Wijaya,Tentara Indonesia,1
http://www.wikidata.org/entity/Q28724250,A Nugraha,,1
http://www.wikidata.org/entity/Q49248408,Damian Ronny Chandra,Indonesian model,1
http://www.wikidata.org/entity/Q56399017,Ade Sugianto,Indonesian politician (born  in Tasikmalaya),1
http://www.wikidata.org/entity/Q61118572,Ghea Indrawari,penyanyi asal Indonesia,1
http://www.wikidata.org/entity/Q61367471,Dony Ahmad Munir,Indonesian politician,1
http://www.wikidata.org/entity/Q85988388,Acep Adang Ruhiat,Indonesian politician,1
http://www.wikidata.org/entity/Q97061928,Jusin Clasic,Pesulap Indonesia,1
http://www.wikidata.org/entity/Q106592324,Johannis Coenraad Cornelium Sandberg,Military officer,1
http://www.wikidata.org/entity/Q12516430,Sualudin,actor,1
http://www.wikidata.org/entity/Q12522439,Tuan Guru Bajang,Ulama,1
http://www.wikidata.org/entity/Q12525358,Yunus Husein,,1
http://www.wikidata.org/entity/Q19725424,Djohan Sjamsu,Indonesian politician (born 1950),1
http://www.wikidata.org/entity/Q19753042,Zaini Arony,politikus,1
http://www.wikidata.org/entity/Q25464364,Zulkifli Muhadli,,1
http://www.wikidata.org/entity/Q25469865,DJ Yasmin,,1
http://www.wikidata.org/entity/Q28723821,Fauzan Khalid,Bupati Lombok Barat,1
http://www.wikidata.org/entity/Q28723826,Ahyar Abduh,Walikota Mataram,1
http://www.wikidata.org/entity/Q28723922,Sunarpi,Mantan Rektor Universitas Mataram,1
http://www.wikidata.org/entity/Q28723981,Lalu Gede Syamsul Mujahidin,Politisi,1
http://www.wikidata.org/entity/Q42291963,Putu Arya Tirtawirya,penulis asal Nusa Tenggara Barat,1
http://www.wikidata.org/entity/Q61118543,Najmul Akhyar,Indonesian politician (born 1972),1
http://www.wikidata.org/entity/Q85992363,Lalu Pathul Bahri,Bupati Lombok Tengah,1
http://www.wikidata.org/entity/Q85992929,Mohan Roliskana,Wali Kota Mataram,1
http://www.wikidata.org/entity/Q85994581,Suhaili Fadhil Thohir,Mantan Bupati Lombok Tengah,1
http://www.wikidata.org/entity/Q85994793,Suryadi Jaya Purnama,"Aktivis, politisi",1
http://www.wikidata.org/entity/Q97228499,Burhan Djabier Magenda,tokoh pendidikan asal Indonesia,1
http://www.wikidata.org/entity/Q97239198,Zainul Arifin,Indonesian politician,1
http://www.wikidata.org/entity/Q98080793,Dian Sandi Utama,aktivis asal Indonesia,1
http://www.wikidata.org/entity/Q109436085,Baiq Gita Febiliyasni,penyanyi Indonesia,1
http://www.wikidata.org/entity/Q85988288,A. Junaidi Auly,Indonesian politician,1
http://www.wikidata.org/entity/Q85989483,Dafryan Anggara,,1
http://www.wikidata.org/entity/Q85993084,Nanang Ermanto,Indonesian politician (born 1967),1
http://www.wikidata.org/entity/Q85994973,Tomsi Tohir,,1
http://www.wikidata.org/entity/Q91053204,Amelia Tantono,Indonesian YouTuber,1
http://www.wikidata.org/entity/Q97189492,Bernadicta Babela Mei Study,,1
http://www.wikidata.org/entity/Q97192175,Rini Sugianto,animator wanita asal Indonesia,1
http://www.wikidata.org/entity/Q97307303,Irawan David Syah,,1
http://www.wikidata.org/entity/Q97523823,Nabila Bintang Adelia,aktris berkebangsaan Indonesia,1
http://www.wikidata.org/entity/Q106879315,Fatih Andhika,pelawak tunggal Indonesia,1
http://www.wikidata.org/entity/Q108006699,Johannes Arnoldus Theodorus Lublink Weddik,Military officer,1
http://www.wikidata.org/entity/Q108931371,Dila Nocil,penyanyi Indonesia,1
http://www.wikidata.org/entity/Q98099035,Obet Yulius,Indonesian footballer,1
http://www.wikidata.org/entity/Q105964203,Justinus Louis Marius Swaab,Former governor of Celebes,1
http://www.wikidata.org/entity/Q109564041,Zaenal Arifin,Indonesian police officer (born 1978),1
http://www.wikidata.org/entity/Q111649956,Satya Graha,forner Indonesian journalist,1
http://www.wikidata.org/entity/Q12472215,Annie Ibon,Indonesian singer,1
http://www.wikidata.org/entity/Q12472267,Anton Kurnia,Indonesian writer,1
http://www.wikidata.org/entity/Q12472429,Aria Baron,Musisi asal Indonesia,1
http://www.wikidata.org/entity/Q12472461,Arifin Panigoro,politisi Indonesia,1
http://www.wikidata.org/entity/Q12472466,Arina Ephipania,Penyanyi,1
http://www.wikidata.org/entity/Q12472495,Arlanda Ghazali Langitan,Gitaris musik THE CHANGCUTERS,1
http://www.wikidata.org/entity/Q12472576,Ary Ginanjar Agustian,,1
http://www.wikidata.org/entity/Q12472728,Astri Megatari,,1
http://www.wikidata.org/entity/Q12472914,Ayi Vivananda,Indonesian politician,1
http://www.wikidata.org/entity/Q12477373,Budhy Haryono,,1
http://www.wikidata.org/entity/Q12478415,Catharina Leimena,Indonesian singer,1
http://www.wikidata.org/entity/Q12479363,Citra Happy Lestari,penyanyi Indonesia,1
http://www.wikidata.org/entity/Q12481136,Deden Hermawan,Indonesian association football player,1
http://www.wikidata.org/entity/Q12481143,Dedy Djamaluddin Malik,Indonesian politician,1
http://www.wikidata.org/entity/Q12481144,Dedy Yulianto,,1
http://www.wikidata.org/entity/Q12481310,Derry Drajat,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q12481471,Dian Anggrianie,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q12481753,Djoni Permato,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q12481802,Dolly Ramadhan Gultom,Indonesian association football player,1
http://www.wikidata.org/entity/Q12481893,Donny Kesuma,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q12481979,Drie Warnanta,Indonesian musician,1
http://www.wikidata.org/entity/Q109614255,Carl Wilhelm Zehl,Military personel in the Netherlands Indies,1
http://www.wikidata.org/entity/Q85992349,Lalu Armin Sunardi,Aktivis Indonesia,1
http://www.wikidata.org/entity/Q56394034,Pian Iswanto,pelawak tunggal,1
http://www.wikidata.org/entity/Q56394530,Ditta Amelia Saraswati,Indonesian writer,1
http://www.wikidata.org/entity/Q56399208,Revin Chairani,,1
http://www.wikidata.org/entity/Q56399331,Anyun Cadel,,1
http://www.wikidata.org/entity/Q56399536,Wahyu Bintono Hari Bawono,,1
http://www.wikidata.org/entity/Q56399587,Irman Sugema,,1
http://www.wikidata.org/entity/Q56400101,Agus Sulaeman,,1
http://www.wikidata.org/entity/Q56400156,Guzman Sige,,1
http://www.wikidata.org/entity/Q56400162,Victor Siagian,,1
http://www.wikidata.org/entity/Q56416507,Dea Panendra,,1
http://www.wikidata.org/entity/Q56416911,Dwi Darmadi,,1
http://www.wikidata.org/entity/Q58621004,Tasya Putri Permatasari Setiabudiawan,Indonesian figure skater,1
http://www.wikidata.org/entity/Q61118260,Budi Sartono,,1
http://www.wikidata.org/entity/Q61118289,Novri Turangga,,1
http://www.wikidata.org/entity/Q61118502,Iwan Wiranataatmadja,,1
http://www.wikidata.org/entity/Q61118673,Mohammad Zaenal,,1
http://www.wikidata.org/entity/Q61118754,Moermahadi Soerja Djanegara,,1
http://www.wikidata.org/entity/Q61118777,Engkin Zaenal Muttaqien,,1
http://www.wikidata.org/entity/Q61119098,Adjeng Ratna Suminar,Indonesian politician (born 1961),1
http://www.wikidata.org/entity/Q61119200,Anantya Rezky Kirana,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q63003281,Helbert Damsté,professor (1925-2017),1
http://www.wikidata.org/entity/Q64166220,Ali Sastramijaya,budayawan Sunda,1
http://www.wikidata.org/entity/Q65204335,Diyah Yudanardi,,1
http://www.wikidata.org/entity/Q65205528,Vania Azka Priscilla,,1
http://www.wikidata.org/entity/Q65208185,Fiki Satari,,1
http://www.wikidata.org/entity/Q65208222,Gun Gun Gunawan,,1
http://www.wikidata.org/entity/Q65208378,Lena Guslina,,1
http://www.wikidata.org/entity/Q65208555,Ricky Joseph Pesik,,1
http://www.wikidata.org/entity/Q65208932,Doni Mulyana Kurnia,,1
http://www.wikidata.org/entity/Q65209012,Inne Sudjono,,1
http://www.wikidata.org/entity/Q65213636,Ilen Surianegara,,1
http://www.wikidata.org/entity/Q65589270,Pieter Maarten de WoIff,,1
http://www.wikidata.org/entity/Q67080145,Jorg Hennemann,,1
http://www.wikidata.org/entity/Q72280224,Wildan Ramdhani,Indonesian footballer,1
http://www.wikidata.org/entity/Q85822942,Denny Baskar Bestaret,Karateka Indonesia,1
http://www.wikidata.org/entity/Q85850592,Yusman Yutam,,1
http://www.wikidata.org/entity/Q85909203,Endang Saifudin Ashari,politisi indonesia,1
http://www.wikidata.org/entity/Q85988554,Ajay Muhammad Priatna,Wali Kota Cimahi ke-3,1
http://www.wikidata.org/entity/Q85988757,Andiara Aprilia Hikmat,Indonesian politician (born 1987),1
http://www.wikidata.org/entity/Q85991048,Evi Sumendap,,1
http://www.wikidata.org/entity/Q85991113,Fiandar,,1
http://www.wikidata.org/entity/Q85991251,Giwo Rubianto,,1
http://www.wikidata.org/entity/Q85991467,Henry Indraguna,,1
http://www.wikidata.org/entity/Q85991566,Himendra Wargahadibrata,,1
http://www.wikidata.org/entity/Q85991979,Julia Rossie,Artis,1
http://www.wikidata.org/entity/Q85992069,Kemalsyah,,1
http://www.wikidata.org/entity/Q85993212,Netta KD,Indonesian actress,1
http://www.wikidata.org/entity/Q85994134,Sandriani Permani,,1
http://www.wikidata.org/entity/Q85995099,Wangi Gitaswara,,1
