item,itemLabel,itemDescription,sitelinks
http://www.wikidata.org/entity/Q86449997,Setiawan Sabana,"seniman, guru besar, desainer grafis asal Indonesia",1
http://www.wikidata.org/entity/Q87407647,Andri Kustiawan,Indonesian futsal player,1
http://www.wikidata.org/entity/Q89276346,Key Mangunsong,Sineas Indonesia,1
http://www.wikidata.org/entity/Q91691259,Diani Budiarto,,1
http://www.wikidata.org/entity/Q95428574,Setia Untung Arimuladi,mantan wakil Jaksa Agung Republik Indonesia,1
http://www.wikidata.org/entity/Q96735386,Ang Jan Goan,Chinese Indonesian newspaper editor and nationalist,1
http://www.wikidata.org/entity/Q5908032,Aji Mohammad Mizra Ferdinand Hakim,Indonesian singer,1
http://www.wikidata.org/entity/Q12470540,Abdoel Moeis Hasan,Pahlawan Revolusi Kemerdekaan,1
http://www.wikidata.org/entity/Q12470643,Achmad Amins,Indonesian politician (born 1947 in Samarinda),1
http://www.wikidata.org/entity/Q12482700,Fadly,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q12485334,Harlinda Kuspradini,,1
http://www.wikidata.org/entity/Q12486440,Inche Abdoel Moeis,,1
http://www.wikidata.org/entity/Q12500704,Nia Paramitha,artis Indonesia,1
http://www.wikidata.org/entity/Q12501065,Nusyirwan Ismail,,1
http://www.wikidata.org/entity/Q16168742,Aspar Aswin,politisi Indonesia,1
http://www.wikidata.org/entity/Q16170718,Benny Rachmadi,,1
http://www.wikidata.org/entity/Q16174094,De Yong Adrian,,1
http://www.wikidata.org/entity/Q16176829,Farid Wadjdy,politisi Indonesia,1
http://www.wikidata.org/entity/Q16183396,Iqbal Rais,sutradara film asal Indonesia,1
http://www.wikidata.org/entity/Q16539289,Dedi Damhudi,Indonesian amateur wrestler,1
http://www.wikidata.org/entity/Q17410415,Azrul Ananda,pengusaha,1
http://www.wikidata.org/entity/Q17410602,Rikha Indriaswari,,1
http://www.wikidata.org/entity/Q17410714,Meiditha Badawijaya,aktris Indonesia,1
http://www.wikidata.org/entity/Q19723742,Venilia Agik,,1
http://www.wikidata.org/entity/Q19725702,Ferry Rachman,,1
http://www.wikidata.org/entity/Q20278542,Tatang Harlyansyah,,1
http://www.wikidata.org/entity/Q25468383,Ismunandar,,1
http://www.wikidata.org/entity/Q56399813,Muhammad Syarkawie Hassan,,1
http://www.wikidata.org/entity/Q96989065,Arkanata Akram,Indonesian politician,1
http://www.wikidata.org/entity/Q96989175,Nurhayati,Indonesian politician (born 1969),1
http://www.wikidata.org/entity/Q96989475,Intan Fauzi,politikus Indonesia,1
http://www.wikidata.org/entity/Q97307250,Annisa Shifa,aktris Indonesia,1
http://www.wikidata.org/entity/Q97590578,Itet Tridjajati Sumarijanto,Indonesian politician,1
http://www.wikidata.org/entity/Q105970434,Tia Darti Septiawati,pemain sepak bola asal Indonesia,1
http://www.wikidata.org/entity/Q109439264,Ratu Munawaroh,politisi dari Indonesia,1
http://www.wikidata.org/entity/Q16164615,Ahmad Hanafi Rais,politikus Indonesia,1
http://www.wikidata.org/entity/Q16166008,Ali Budiardjo,,1
http://www.wikidata.org/entity/Q16172923,Cyrillus Harinowo,Indonesian economist,1
http://www.wikidata.org/entity/Q16177333,Roro Fitria,,1
http://www.wikidata.org/entity/Q16179561,Haka Astana,,1
http://www.wikidata.org/entity/Q16182199,Idham Samawi,politikus,1
http://www.wikidata.org/entity/Q16184960,Joko Umar Said,,1
http://www.wikidata.org/entity/Q16187670,Kelik Pelipur Lara,Indonesian comedian,1
http://www.wikidata.org/entity/Q16188497,Maduretno,anak ke-3 Hamengkubuwana X dan Ratu Hemas,1
http://www.wikidata.org/entity/Q17410418,Ahmad Badawi,Ketua Umum Pimpinan Pusat Muhammadiyah periode 1962–1965,1
http://www.wikidata.org/entity/Q17410696,Marwoto,Indonesian comedian,1
http://www.wikidata.org/entity/Q17411655,Wardjoko,,1
http://www.wikidata.org/entity/Q17411694,Wresniwiro,,1
http://www.wikidata.org/entity/Q19741433,Yannus Sufandi,,1
http://www.wikidata.org/entity/Q20278447,Roro Elis,,1
http://www.wikidata.org/entity/Q25466704,Titi Dibyo,Indonesian actress,1
http://www.wikidata.org/entity/Q25466949,Yudhaningrat,,1
http://www.wikidata.org/entity/Q25466987,Condrokirono,anak ke-2 Hamengkubuwana X dan Ratu Hemas,1
http://www.wikidata.org/entity/Q25467703,Susilo Nugroho,,1
http://www.wikidata.org/entity/Q25468127,Andi Bayou,,1
http://www.wikidata.org/entity/Q25469823,Niken Widiastuti,nika,1
http://www.wikidata.org/entity/Q25470096,Wreksodiningrat,,1
http://www.wikidata.org/entity/Q28064142,Emilie van Waveren-Resink,,1
http://www.wikidata.org/entity/Q30879118,Dhenok Kristianti,penyair perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q31174251,Dhedot,,1
http://www.wikidata.org/entity/Q40812339,Lex Wechgelaar,"Dutch artist, born 1936",1
http://www.wikidata.org/entity/Q42296178,Q42296178,Indonesian politician,1
http://www.wikidata.org/entity/Q47455409,Naufal Samudra,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q49253225,Fuad Hassan,Musisi,1
http://www.wikidata.org/entity/Q56400151,Sapardjo,,1
http://www.wikidata.org/entity/Q61118405,Rosari Saleh,guru besar Departemen Fisika FMIPA UI,1
http://www.wikidata.org/entity/Q61725724,Eddie Cahyono,sutradara laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q73423147,Emilia Detelle,Dutch East-Indian herbalist,1
http://www.wikidata.org/entity/Q80300395,R. G. Doeriat,Indonesian politician,1
http://www.wikidata.org/entity/Q83364888,Indra te Ronde,politician from the Netherlands,1
http://www.wikidata.org/entity/Q85994291,Setiawan Tiada Tara,,1
http://www.wikidata.org/entity/Q85994558,Mariani Sudirman,,1
http://www.wikidata.org/entity/Q96361621,Tan Tjong Sian,Indonesian sailor,1
http://www.wikidata.org/entity/Q97185616,Sabri,sport climber,1
http://www.wikidata.org/entity/Q97204601,Fajar Nugros,sutradara laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q97189383,Arian13,Musisi dan seniman asal Indonesia,1
http://www.wikidata.org/entity/Q97189867,Deni Hasoloan Simanjuntak,Deni Hasoloan Simanjuntak - AAU 1994,1
http://www.wikidata.org/entity/Q97190019,Eca Yasmin,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q97192136,Reza Darmawangsa,Penyanyi laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q97193039,Yeni Fatmawati,"aktivis, politikus, menteri",1
http://www.wikidata.org/entity/Q97193930,Dian Sudiana,,1
http://www.wikidata.org/entity/Q97197868,Dian Sule,Indonesian actor,1
http://www.wikidata.org/entity/Q97200461,Daan Sulfi,,1
http://www.wikidata.org/entity/Q97204423,Dian Ediana Rae,Ketua Pusat Pelaporan dan Analisis Transaksi Keuangan,1
http://www.wikidata.org/entity/Q97207837,Bima Samudra,aktor Indonesia,1
http://www.wikidata.org/entity/Q97208357,Evan Marvino,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q97208906,Iwan Setiawan,,1
http://www.wikidata.org/entity/Q97215272,Aries Syarief Hidayat,Indonesian police officer,1
http://www.wikidata.org/entity/Q97221534,Irawati Hermawan,Indonesian politician (born 1969 in Bandung),1
http://www.wikidata.org/entity/Q97306766,Bambang Dwi Hasto,,1
http://www.wikidata.org/entity/Q97307151,Jumhur Hidayat,Indonesian activist,1
http://www.wikidata.org/entity/Q97307325,Nadin Amizah,penyanyi Indonesia,1
http://www.wikidata.org/entity/Q97307395,Burhan Dahlan,BURHAN DAHLAN,1
http://www.wikidata.org/entity/Q97373094,Achmad Riad,Indonesian soldier,1
http://www.wikidata.org/entity/Q97373198,Denny Firdaus,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q97455356,Janis,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q97523523,Amur Chandra Juli Buana,,1
http://www.wikidata.org/entity/Q97704943,Aa Umbara Sutisna,Indonesian politician,1
http://www.wikidata.org/entity/Q104639528,Winifred Norien Hoadley,New Zealand political scientist and politician,1
http://www.wikidata.org/entity/Q105401118,Risnandar Soendoro,Indonesian footballer and coach,1
http://www.wikidata.org/entity/Q106020473,Koert Bavinck,Military officer (1926-1986),1
http://www.wikidata.org/entity/Q106043449,Dewa Kipas,pemain catur amatir Indonesia,1
http://www.wikidata.org/entity/Q106314267,Margriet Kemper,Dutch installation artist,1
http://www.wikidata.org/entity/Q106434238,Charles Clement Musch,Military officer,1
http://www.wikidata.org/entity/Q106651320,Danella Ilene,model Indonesia,1
http://www.wikidata.org/entity/Q106878521,Dadang Supriatna,politikus Indonesia dan Bupati Bandung ke-25,1
http://www.wikidata.org/entity/Q106988389,Indriani Hadi,politikus asal Indonesia,1
http://www.wikidata.org/entity/Q107247113,Dilla Fadiela,model dan pemenang gelar kontes kecantikan Puteri Indonesia Perdamaian 2018,1
http://www.wikidata.org/entity/Q107958425,Cornelis Louis Kist,,1
http://www.wikidata.org/entity/Q108413785,Naufal Rahmanda,Indonesian footballer,1
http://www.wikidata.org/entity/Q108487171,Anggi Frisca,sinematografer perempuan Indonesia,1
http://www.wikidata.org/entity/Q108677261,Imam Fathuroman,Indonesian footballer,1
http://www.wikidata.org/entity/Q108708819,Yuswanto Aditya,Indonesian footballer,1
http://www.wikidata.org/entity/Q108770300,Aga Soemarno,,1
http://www.wikidata.org/entity/Q2846104,Ernest Dezentjé,Dutch painter (1885-1972),1
http://www.wikidata.org/entity/Q17410748,Toto S Moerasad,,1
http://www.wikidata.org/entity/Q19726459,Ibrahim Isa,Indonesian diplomat,1
http://www.wikidata.org/entity/Q85909649,Susy Aminah Aziz,wartawan Indonesia,1
http://www.wikidata.org/entity/Q12494020,Lasiyah Soetanto,,1
http://www.wikidata.org/entity/Q12508099,Rara Nawangsih,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q16169494,Badingah,bupati Gunungkidul ke-27,1
http://www.wikidata.org/entity/Q16177679,Gandung Pardiman,politisi Indonesia,1
http://www.wikidata.org/entity/Q17410357,Agung Danarto,,1
http://www.wikidata.org/entity/Q18421462,Ibnu Triwidodo,Indonesian military officer,1
http://www.wikidata.org/entity/Q19943855,Mumuk Gomez,presenter dan pelawak Indonesia,1
http://www.wikidata.org/entity/Q25462115,Bedjo Suyanto,,1
http://www.wikidata.org/entity/Q25462769,Burhan Nurgiyantoro,"profesor, penulis",1
http://www.wikidata.org/entity/Q25463819,Zamzani,Guru Besar di Universitas Negeri Yogyakarta (Jurusan Pendidikan Bahasa dan Sastra Indonesia),1
http://www.wikidata.org/entity/Q25466993,Suharsono,bupati Bantul ke-30,1
http://www.wikidata.org/entity/Q25467693,Wahid Rasyid Lasiman,Ulama dan tokoh Kristologi Indonesia,1
http://www.wikidata.org/entity/Q25468924,Sutedjo,Indonesian politician,1
http://www.wikidata.org/entity/Q28724412,HM. Tata Endrataka,,1
http://www.wikidata.org/entity/Q30309222,Sutrisna Wibawa,"profesor, rektor",1
http://www.wikidata.org/entity/Q48644107,Daeng Koro,teroris asal Indonesia,1
http://www.wikidata.org/entity/Q49250779,Sadiman,,1
http://www.wikidata.org/entity/Q57696808,Choirunnisa,atlet bulu tangkis Indonesia,1
http://www.wikidata.org/entity/Q65209534,Ahmad Bahauddin Nursalim,ulama Indonesia,1
http://www.wikidata.org/entity/Q65211743,Hendrikus Haris Haryanto,,1
http://www.wikidata.org/entity/Q65323620,Sartono Kusumaningrat,Javanese writer,1
http://www.wikidata.org/entity/Q85850629,M. Arwani,,1
http://www.wikidata.org/entity/Q85988488,Agus Setyawan Heru Purnomo,Kombes pol,1
http://www.wikidata.org/entity/Q85993235,Ngatiyana,Pelaksana Tugas Wali Kota Cimahi,1
http://www.wikidata.org/entity/Q97214299,Siti Umniyah,salah satu putri Muhammad Sangidu,1
http://www.wikidata.org/entity/Q97215471,Bambang Irawan Massie,,1
http://www.wikidata.org/entity/Q97223290,Rezca Syam,aktor Indonesia,1
http://www.wikidata.org/entity/Q97940085,Danang Wicaksana Sulistya,Indonesian politician,1
http://www.wikidata.org/entity/Q105978254,Nyi Hadjar Dewantara,Pendiri Wanita Taman Siswa dan pimpinan Perguruan Taman Siswa,1
http://www.wikidata.org/entity/Q106370122,A. J. Witono,,1
http://www.wikidata.org/entity/Q106598342,Johan Adolf Gerard von Schmidt auf Altenstadt,Military officer (1859-1942),1
http://www.wikidata.org/entity/Q106694929,Dimas Tedjo,seniman Indonesia,1
http://www.wikidata.org/entity/Q107564265,Hanindhito Himawan Pramana,bupati Kediri,1
http://www.wikidata.org/entity/Q107647232,Johan Louis Emile Franssen,Military officer in the Netherlands Indies (1869-1927),1
http://www.wikidata.org/entity/Q108413792,Rifky Suryawan,Indonesian footballer,1
http://www.wikidata.org/entity/Q108901341,Johannes Paulus Pieter van Dorsten,Knight of the Military Order of William 4th class,1
http://www.wikidata.org/entity/Q109324464,Marijke Antonieta Hagenaar Vogelzang,,1
http://www.wikidata.org/entity/Q110102709,Sade Susanto,penyanyi indonesia,1
http://www.wikidata.org/entity/Q110720198,Octavianti Dwi,Indonesian footballer,1
http://www.wikidata.org/entity/Q110900140,Retno Ratih Damayanti,perancang kostum dan perias asal Indonesia,1
http://www.wikidata.org/entity/Q112041290,Jan Adolph Gulden,military officer,1
http://www.wikidata.org/entity/Q114026641,Lanny Tria Mayasari,badminton player,1
http://www.wikidata.org/entity/Q12482331,Eka Santosa,Indonesian politician,1
http://www.wikidata.org/entity/Q12523707,Virgoun Putra Tambunan,penyanyi asal Indonesia,1
http://www.wikidata.org/entity/Q17410798,Muliaman Darmansyah Hadad,Indonesian diplomat,1
http://www.wikidata.org/entity/Q19728403,Emmie Lemu,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q19942397,Arie Soedewo,,1
http://www.wikidata.org/entity/Q19944092,Kia Poetri,Indonesian actress,1
http://www.wikidata.org/entity/Q20278489,Otis Pamutih,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q25316613,Hendrik Ceper,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q25456645,Sofia Meifaliani,penyanyi Indonesia,1
http://www.wikidata.org/entity/Q109123028,Ana Purwa,,1
http://www.wikidata.org/entity/Q109123057,Muhammad Nadhiif,Indonesian footballer,1
http://www.wikidata.org/entity/Q109433801,Didan Fitrasakti,penyanyi dan pembawa acara indonesia,1
http://www.wikidata.org/entity/Q109433802,Ferry Pasalli,"pemeran laki laki asal indonesia, model indonesia dan penyanyi indonesia",1
http://www.wikidata.org/entity/Q109433961,Fery Martawidjaja,penyanyi indonesia,1
http://www.wikidata.org/entity/Q109433967,Irvan Natadiningrat,penyanyi indonesia,1
http://www.wikidata.org/entity/Q109437846,Eki Puradiredja,musikus asal indonesia,1
http://www.wikidata.org/entity/Q109564347,Laze,rapper indonesia,1
http://www.wikidata.org/entity/Q110098200,Jan Dirk Willem Theodoor Abbink,Military officer,1
http://www.wikidata.org/entity/Q110102914,Marthin Saba,penyanyi indonesia,1
http://www.wikidata.org/entity/Q110692482,Prinsa Mandagie,penyanyi perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q110739646,Rosdilah Siti,Indonesian footballer,1
http://www.wikidata.org/entity/Q110818347,Diah Tri,Indonesian footballer,1
http://www.wikidata.org/entity/Q111476148,Essa Brillian,penyanyi dangdut Indonesia,1
http://www.wikidata.org/entity/Q2207594,Olaf J. de Landell,Dutch writer (1911-1989),1
http://www.wikidata.org/entity/Q12471252,Akhmaloka,Indonesian academic,1
http://www.wikidata.org/entity/Q12478416,Catherine Surya,atlet renang Indonesia,1
http://www.wikidata.org/entity/Q12478431,Cecep Reza,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q12484126,Gina Fizriya,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q12499345,Muhammad Charly van Houten,Musisi Indonesia,1
http://www.wikidata.org/entity/Q12511517,Saira Jihan,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q16591695,Adiyaman Amir Saputra,politisi Indonesia,1
http://www.wikidata.org/entity/Q17410470,Rokhmin Dahuri,Indonesian politician,1
http://www.wikidata.org/entity/Q17411660,Kardaya Warnika,politikus,1
http://www.wikidata.org/entity/Q18421471,Wastum,,1
http://www.wikidata.org/entity/Q20426341,Aan Rohanah,Indonesian politician (born 1959),1
http://www.wikidata.org/entity/Q25467374,Yudha Khan,pelawak tunggal,1
http://www.wikidata.org/entity/Q28724536,Kuntara,Indonesian army officer,1
http://www.wikidata.org/entity/Q29891430,Bob van Dam,Dutch photographer,1
http://www.wikidata.org/entity/Q56416238,Dianda Sabrina,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q85113700,Bambang Tri Rahadian,"ilustrator, komikus, karikaturis, dan dosen seni rupa Indonesia",1
http://www.wikidata.org/entity/Q85822769,Ali Geno,Jenderal Indonesia,1
http://www.wikidata.org/entity/Q85991319,Hadi Sukadi Alikodra,profesor Pelestarian Alam dan Pembinaan Margasatwa di IPB,1
http://www.wikidata.org/entity/Q88387581,Diederik Hendrik Brondgeest van Amstel,Dutch actor,1
http://www.wikidata.org/entity/Q105701721,Sean Ivan de Beule,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q106507789,Johann Heinrich Jacob Brendgen,Military officer,1
http://www.wikidata.org/entity/Q106689787,Cornelis Willem Ottevanger,Non-commissioned officer,1
http://www.wikidata.org/entity/Q111891022,Jacob Wilhelm Henning,military officer,1
http://www.wikidata.org/entity/Q111967636,Michel Joseph Croes,Royal Dutch East Indies Army personel,1
http://www.wikidata.org/entity/Q8075449,Zuus Undapp,Indonesian fencer,1
http://www.wikidata.org/entity/Q12470532,Abdi Buchari,,1
http://www.wikidata.org/entity/Q12470759,Adolf Jouke Sondakh,Politikus Indonesia,1
http://www.wikidata.org/entity/Q12472463,Arin,Indonesian singer,1
http://www.wikidata.org/entity/Q12481496,Didi Chia,,1
http://www.wikidata.org/entity/Q12482580,Erwin Parengkuan,,1
http://www.wikidata.org/entity/Q12483605,Gayus Lumbuun,politisi Indonesia,1
http://www.wikidata.org/entity/Q12500186,Natassa Lengkong,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q12503822,Paul Polii,pemeran laki-laki asal Indonesia,1
http://www.wikidata.org/entity/Q12505374,Petrus R Golose,,1
http://www.wikidata.org/entity/Q12508914,Mongol Stres,pelawak asal Indonesia,1
http://www.wikidata.org/entity/Q12523651,Verna Gladies Merry Inkiriwang,Bupati Poso ke-14,1
http://www.wikidata.org/entity/Q12523701,Violenzia Jeanette,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q12523727,Vivi Sumanti,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q16069227,Geert Adrianus Cornelis Overgaauw,,1
http://www.wikidata.org/entity/Q16163636,Adolf Posumah,,1
http://www.wikidata.org/entity/Q16172501,Christiany Eugenia Paruntu,bupati Kabupaten Minahasa Selatan 2010-2015,1
http://www.wikidata.org/entity/Q16172605,Cindai Gloria,Indonesian singer,1
http://www.wikidata.org/entity/Q16174649,Dicky Daantje Atotoy,,1
http://www.wikidata.org/entity/Q16187614,Kartini Manoppo,,1
http://www.wikidata.org/entity/Q17410496,Tasya Djerly,Indonesian actress,1
http://www.wikidata.org/entity/Q17410508,Eddy Rumpoko,politikus,1
http://www.wikidata.org/entity/Q17410847,Stevani Nepa,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q17411027,Ratna Riantiarno,pemeran perempuan asal Indonesia,1
http://www.wikidata.org/entity/Q17411079,Rizky Patrick Egeten,Indonesian singer,1
http://www.wikidata.org/entity/Q17411113,Ronny Franky Sompie,,1
http://www.wikidata.org/entity/Q17411225,Theo L. Sambuaga,Indonesian politician,1
